fiscal_year,agency_name,payee_name,payee_cleaned,payee_zip,amount
2018,NA,"W. B. HUNT CO., INC","W. B. HUNT CO., INC",NA,27401
2018,NA,WALKER WILLIS CORP,WALKER WILLIS CORP,NA,3595614
2018,NA,WALTON MADDEN COOPER ROBINSON PONESS INC,WALTON MADDEN COOPER ROBINSON PONESS INC,NA,353279
2018,NA,WASHINGTON COUNTY BOARD OF EDUCATION,WASHINGTON COUNTY BOARD OF EDUCATION,NA,32490
2018,NA,WASHINGTON GAS LIGHT COMPANY,WASHINGTON GAS LIGHT COMPANY,NA,2762378
2018,NA,WASHINGTON MUSIC SALES CENTER INC,WASHINGTON MUSIC SALES CENTER INC,NA,161210
2018,NA,WASHINGTON SUBURBAN SANITARY COMMISSION,WASHINGTON SUBURBAN SANITARY COMMISSION,NA,5039711
2018,NA,WAVE FABRICATIONS INC,WAVE FABRICATIONS INC,NA,34286
2018,NA,WAZZLE LLC,WAZZLE LLC,NA,106700
2018,NA,WB MASON COMPANY INC,WB MASON COMPANY INC,NA,1791684
2018,NA,WEISS BROS OF HAGERSTOWN INC,WEISS BROS OF HAGERSTOWN INC,NA,161656
2018,NA,WENGER CORPORATION,WENGER CORPORATION,NA,99953
2018,NA,WERRES CORP,WERRES CORP,NA,72297
2018,NA,WEST MUSIC COMPANY INC,WEST MUSIC COMPANY INC,NA,27943
2018,NA,WEYER'S FLOOR SERVICE INC,WEYER'S FLOOR SERVICE INC,NA,613507
2018,NA,WGL ENERGY SERVICES INC,WGL ENERGY SERVICES INC,NA,14233894
2018,NA,WHITE GLOVE DRUG & ALCOHOL TESTING INC,WHITE GLOVE DRUG & ALCOHOL TESTING INC,NA,28070
2018,NA,"WILCZYNSKI, SUZANNE S","WILCZYNSKI, SUZANNE S",NA,30000
2018,NA,WILLIAMS SCOTSMAN INC,WILLIAMS SCOTSMAN INC,NA,181397
2018,NA,WISCONSIN CENTER FOR EDUCATION PRODUCTS AND SERVICES INC,WISCONSIN CENTER FOR EDUCATION PRODUCTS AND SERVICES INC,NA,30036
2018,NA,WJ STRICKLER SIGNS INC,WJ STRICKLER SIGNS INC,NA,25630
2018,NA,WLR AUTOMOTIVE GROUP INC,WLR AUTOMOTIVE GROUP INC,NA,33378
2018,NA,WOODBOURNE CENTER INC,WOODBOURNE CENTER INC,NA,33402
2018,NA,WOODS SERVICES INC,WOODS SERVICES INC,NA,33287
2018,NA,WORKSOURCE MONTGOMERY INC,WORKSOURCE MONTGOMERY INC,NA,75000
2018,NA,XEROX CORPORATION,XEROX CORPORATION,NA,327215
2018,NA,YOTI N N & ASSOCIATES INC,YOTI N N & ASSOCIATES INC,NA,198415
2018,NA,ZEAGER BROTHERS INC,ZEAGER BROTHERS INC,NA,183644
2022,NA,11400 INC,11400 INC,NA,66948
2022,NA,365 INTERPRETING SERVICES,365 INTERPRETING SERVICES,NA,166206
2022,NA,4IMPRINT INC,4IMPRINT INC,NA,44335
2022,NA,5STARR ENTERPRISE LLC,5STARR ENTERPRISE LLC,NA,189000
2022,NA,AASA,AASA,NA,50000
2022,NA,ABDO PUBLISHING COMPANY,ABDO PUBLISHING COMPANY,NA,40649
2022,NA,ACCO BRANDS CORPORATION,ACCO BRANDS CORPORATION,NA,26081
2022,NA,ACCREDITED LOCK AND DOOR HARDWARE CO,ACCREDITED LOCK AND DOOR HARDWARE CO,NA,34107
2022,NA,ACCULINE ENTERPRISES INC,ACCULINE ENTERPRISES INC,NA,65580
2022,NA,ACER SERVICE CORPORATION,ACER SERVICE CORPORATION,NA,200629
2022,NA,ACME PAPER & SUPPLY CO INC,ACME PAPER & SUPPLY CO INC,NA,964113
2022,NA,ADT COMMERCIAL LLC,ADT COMMERCIAL LLC,NA,132271
2022,NA,ADTEK ENGINEERS INC,ADTEK ENGINEERS INC,NA,42800
2022,NA,ADVENTIST HEALTHCARE INC,ADVENTIST HEALTHCARE INC,NA,1899230
2022,NA,ADVENTIST HEALTHCARE URGENT CARE CENTERS INC,ADVENTIST HEALTHCARE URGENT CARE CENTERS INC,NA,87945
2022,NA,ADVENTIST REHABILITATION HOSPITAL OF MARYLAND INC,ADVENTIST REHABILITATION HOSPITAL OF MARYLAND INC,NA,197657
2022,NA,ADVENTURES BY DAWN LLC,ADVENTURES BY DAWN LLC,NA,35352
2022,NA,AIRECO SUPPLY INC,AIRECO SUPPLY INC,NA,115383
2022,NA,ALAN TYE & ASSOCIATES LC,ALAN TYE & ASSOCIATES LC,NA,54125
2022,NA,ALBAN ENGINEERING INC,ALBAN ENGINEERING INC,NA,69495
2022,NA,ALL AMERICAN PROTECTIVE SERVICES LLC,ALL AMERICAN PROTECTIVE SERVICES LLC,NA,42111
2022,NA,ALLIED RENTALS INC,ALLIED RENTALS INC,NA,438456
2022,NA,ALLSAFE ELEVATOR INSPECTIONS LLC,ALLSAFE ELEVATOR INSPECTIONS LLC,NA,61983
2022,NA,ALTA IT SERVICES LLC,ALTA IT SERVICES LLC,NA,84744
2022,NA,AMBER ENTERPRISES INC,AMBER ENTERPRISES INC,NA,991022
2022,NA,AMDA DISTRIBUTORS,AMDA DISTRIBUTORS,NA,34796
2022,NA,AMERICAN AIR FILTER COMPANY INC,AMERICAN AIR FILTER COMPANY INC,NA,211316
2022,NA,AMERICAN DESIGN ASSOCIATES INC,AMERICAN DESIGN ASSOCIATES INC,NA,242891
2022,NA,AMERICAN ENVIRONMENTAL ENTERPRISES INC,AMERICAN ENVIRONMENTAL ENTERPRISES INC,NA,5787129
2022,NA,AMERICAN MEDICAL STAFFING,AMERICAN MEDICAL STAFFING,NA,592253
2022,NA,AMERICAN TENNIS COURTS INC,AMERICAN TENNIS COURTS INC,NA,1052499
2022,NA,AMERICAN TRUCK & BUS INC,AMERICAN TRUCK & BUS INC,NA,17300791
2022,NA,"AMPLIFY EDUCATION, INC.",AMPLIFY EDUCATION INC.,NA,126183
2022,NA,ANCHIN BLOCK & ANCHIN LLP,ANCHIN BLOCK & ANCHIN LLP,NA,148664
2022,NA,ANNE ARUNDEL FIRE INSPECTION INC,ANNE ARUNDEL FIRE INSPECTION INC.,NA,324669
2022,NA,AON CONSULTING INC,AON CONSULTING INC,NA,253416
2022,NA,APEX COMPANIES LLC,APEX COMPANIES LLC,NA,172569
2022,NA,"APNT, INC","APNT, INC",NA,26140
2022,NA,APPLE & EVE LLC,APPLE & EVE LLC,NA,78254
2022,NA,APPLE INC,APPLE INC,NA,514506
2022,NA,APPLICATIONS SOFTWARE TECHNOLOGY LLC,APPLICATIONS SOFTWARE TECHNOLOGY LLC,NA,1697554
2022,NA,APPLIED ACOUSTICAL SCIENCES INC,APPLIED ACOUSTICAL SCIENCES INC,NA,169398
2022,NA,ARIES BUILDING SYSTEMS LLC,ARIES BUILDING SYSTEMS LLC,NA,1069900
2022,NA,ARK SYSTEMS INC,ARK SYSTEMS INC,NA,49934
2022,NA,"ASCEND LEARNING HOLDINGS, LLC","ASCEND LEARNING HOLDINGS, LLC",NA,78368
2022,NA,"ASSOCIATED CATHOLIC CHARITIES, INC.",ASSOCIATED CATHOLIC CHARITIES INC.,NA,334031
2022,NA,ASSOCIATED PROFESSIONAL REHABILITATION SERVICES INC,ASSOCIATED PROFESSIONAL REHABILITATION SERVICES INC,NA,434628
2022,NA,AT&T,AT&T,NA,65600
2022,NA,AT&T MOBILITY II LLC,AT&T MOBILITY II LLC,NA,390588
2022,NA,ATLANTECH ONLINE INC,ATLANTECH ONLINE INC,NA,973765
2022,NA,AUDUBON NATURALIST SOCIETY OF THE CENTRAL ATLANTIC STATES INC,AUDUBON NATURALIST SOCIETY OF THE CENTRAL ATLANTIC STATES INC,NA,33670
2022,NA,"AUTOMATIC NURSING CARE SERVICES, INC","AUTOMATIC NURSING CARE SERVICES, INC",NA,116865
2022,NA,AUTOMOTIVE SUPPORT SERVICES INC,AUTOMOTIVE SUPPORT SERVICES INC,NA,88275
2022,NA,AVANT ASSESSMENT LLC,AVANT ASSESSMENT LLC,NA,35316
2022,NA,AZ HOLDCO LLC,AZ HOLDCO LLC,NA,34170
2022,NA,AZTECH DATASYSTEMS INC,AZTECH DATASYSTEMS INC,NA,90652
2022,NA,B & H FOTO & ELECTRONICS CORP,B & H FOTO & ELECTRONICS CORP,NA,203499
2022,NA,B&B CONCEPTS INC,B&B CONCEPTS INC,NA,210877
2022,NA,"B. W. WILSON PAPER COMPANY, INC.",B.W. WILSON PAPER COMPANY INC.,NA,320843
2022,NA,BANC OF AMERICA PUBLIC CAPITAL CORP,BANC OF AMERICA PUBLIC CAPITAL CORP,NA,33459816
2022,NA,BARBARA ANN TOLKER,BARBARA ANN TOLKER,NA,27314
2022,NA,BARCO ENTERPRISES INC,BARCO ENTERPRISES INC,NA,37236
2022,NA,BARFRESH CORPORATION INC,BARFRESH CORPORATION INC,NA,136046
2022,NA,"BARNES & NOBLE BOOKSELLERS, INC.",BARNES & NOBLE BOOKSELLERS INC.,NA,220748
2022,NA,BATES TRUCKING COMPANY INC,BATES TRUCKING COMPANY INC.,NA,870629
2022,NA,BAY ASSOCIATES GROUP INC,BAY ASSOCIATES GROUP INC,NA,46980
2022,NA,BE GLAD LLC,BE GLAD LLC,NA,68000
2022,NA,BELL TECHLOGIX INC,BELL TECHLOGIX INC,NA,2777052
2022,NA,BELTWAY INTERNATIONAL LLC,BELTWAY INTERNATIONAL LLC,NA,132895
2022,NA,BENCHMARK EDUCATION COMPANY LLC,BENCHMARK EDUCATION COMPANY LLC,NA,3569278
2022,NA,BENEDICTINE SCHOOL,BENEDICTINE SCHOOL,NA,875213
2022,NA,BGE,BGE,NA,566488
2022,NA,BLACKBOARD INC.,BLACKBOARD INC.,NA,382959
2022,NA,BLICK ART MATERIALS LLC,BLICK ART MATERIALS LLC,NA,53512
2022,NA,BOARD OF CHILD CARE OF THE UNITED METHODIST CHURCH INC,BOARD OF CHILD CARE OF THE UNITED METHODIST CHURCH INC,NA,147759
2022,NA,BOARD OF EDUCATION OF BALTIMORE COUNTY,BOARD OF EDUCATION OF BALTIMORE COUNTY,NA,50784
2022,NA,BOARD OF EDUCATION PRINCE GEORGE'S,BOARD OF EDUCATION PRINCE GEORGE'S,NA,37706
2022,NA,BOB MCCLOSKEY AGENCY LLC,BOB MCCLOSKEY AGENCY LLC,NA,48024
2022,NA,BOBS OVERHEAD DOOR REPAIR & SERVICE INC,BOBS OVERHEAD DOOR REPAIR & SERVICE INC,NA,113451
2022,NA,BOILER & FURNACE CLEANERS INC,BOILER & FURNACE CLEANERS INC,NA,268936
2022,NA,BOLAND TRANE SERVICES INC,BOLAND TRANE SERVICES INC,NA,937975
2022,NA,BOWINGS & HUBER LLC,BOWINGS & HUBER LLC,NA,186906
2022,NA,BOWMAN SALES & EQUIPMENT INC,BOWMAN SALES & EQUIPMENT INC,NA,109198
2022,NA,BOXX MODULAR INC,BOXX MODULAR INC,NA,30462
2022,NA,BRIGGS CHANEY WALK IN CLINIC LLC,BRIGGS CHANEY WALK IN CLINIC LLC,NA,31940
2022,NA,BRIGHTLY SOFTWARE INC,BRIGHTLY SOFTWARE INC,NA,190425
2022,NA,BRIGHTVIEW HOLDINGS INC,BRIGHTVIEW HOLDINGS INC,NA,203827
2022,NA,BRINJAC ENGINEERING INC,BRINJAC ENGINEERING INC.,NA,31750
2022,NA,BROOK LANE HEALTH SERVICES INC,BROOK LANE HEALTH SERVICES INC,NA,1988183
2022,NA,BSOFT LLC,BSOFT LLC,NA,51660
2022,NA,BUCH CONSTRUCTION INC,BUCH CONSTRUCTION INC,NA,1400802
2022,NA,BUENOS AMIGOS DAYCARE,BUENOS AMIGOS DAYCARE,NA,28222
2022,NA,BUILDING DYNAMICS LLC,BUILDING DYNAMICS LLC,NA,146764
2022,NA,BUNN LLC,BUNN LLC,NA,51335
2022,NA,"BURDETTE, KOEHLER, MURPHY & ASSOCIATES INC","BURDETTE, KOEHLER, MURPHY & ASSOCIATES INC",NA,38692
2022,NA,BURMAX COMPANY INC,BURMAX COMPANY INC,NA,38411
2022,NA,BUS PATROL AMERICA LLC,BUS PATROL AMERICA LLC,NA,6367169
2022,NA,BUSINESS SOFTWARE INC,BUSINESS SOFTWARE INC,NA,33336
2022,NA,BUSY SERVICE INC,BUSY SERVICE INC,NA,49273
2022,NA,BUTTERBALL LLC,BUTTERBALL LLC,NA,100218
2022,NA,C&C MANUFACTURING INC,C&C MANUFACTURING INC,NA,42446
2022,NA,C. ARCHER AND ASSOCIATES LLC,C. ARCHER AND ASSOCIATES LLC,NA,105064
2022,NA,C. N. ROBINSON LIGHTING SUPPLY CO INC,C. N. ROBINSON LIGHTING SUPPLY CO INC,NA,159827
2022,NA,CALFED FINANCIAL CORP,CALFED FINANCIAL CORP,NA,411525
2022,NA,CALICO PACKAGING LLC,CALICO PACKAGING LLC,NA,320193
2022,NA,CALVERT COUNTY PUBLIC SCHOOLS,CALVERT COUNTY PUBLIC SCHOOLS,NA,33532
2022,NA,CANON FINANCIAL SERVICES INC,CANON FINANCIAL SERVICES INC,NA,170519
2022,NA,CANON SOLUTIONS AMERICA INC,CANON SOLUTIONS AMERICA INC,NA,181566
2022,NA,CAPITAL COMPRESSOR INC,CAPITAL COMPRESSOR INC,NA,26378
2022,NA,CAPITOL DOCUMENT SOLUTIONS LLC,CAPITOL DOCUMENT SOLUTIONS LLC,NA,716715
2022,NA,CARE.COM INC,CARE.COM INC,NA,85000
2022,NA,CARGILL KITCHEN SOLUTIONS INC,CARGILL KITCHEN SOLUTIONS INC,NA,116488
2022,NA,CARGILL MEAT SOLUTIONS CORPORATION,CARGILL MEAT SOLUTIONS CORPORATION,NA,211057
2022,NA,"CARNEY, KELEHAN, BRESLER, BENNETT & SCHERR LLP","CARNEY, KELEHAN, BRESLER, BENNETT & SCHERR LLP",NA,505585
2022,NA,CAROLINA BIOLOGICAL SUPPLY CO,CAROLINA BIOLOGICAL SUPPLY CO,NA,117591
2022,NA,"CASCADE OFFICIALS ASSOCIATION, INC.","CASCADE OFFICIALS ASSOCIATION, INC.",NA,38647
2022,NA,CATAPULT LEARNING LLC *CARES & TITLE III PURCHASES ONLY,CATAPULT LEARNING LLC,NA,65734
2022,NA,CBT CAMPUS LLC,CBT CAMPUS LLC,NA,26065
2022,NA,CDW LLC,CDW LLC,NA,36812560
2022,NA,"CENGAGE LEARNING, INC.",CENGAGE LEARNING INC.,NA,180914
2022,NA,"CENTENNIAL CONTRACTORS ENTERPRISES, INC.",CENTENNIAL CONTRACTORS ENTERPRISES INC.,NA,159360
2022,NA,CENTER FOR APPLIED LINGUISTICS,CENTER FOR APPLIED LINGUISTICS,NA,27870
2022,NA,CENTER FOR AUTISM AND RELATED DISORDERS LLC,CENTER FOR AUTISM AND RELATED DISORDERS LLC,NA,74011
2022,NA,CENTER FOR SAFE AND RESILIENT SCHOOLS AND WORKPLACES,CENTER FOR SAFE AND RESILIENT SCHOOLS AND WORKPLACES,NA,30150
2022,NA,CENTER FOR TEACHING FOR BILITERACY,CENTER FOR TEACHING FOR BILITERACY,NA,371200
2022,NA,CENTRAL JERSEY OFFICE EQUIPMENT INC.,CENTRAL JERSEY OFFICE EQUIPMENT INC.,NA,176643
2022,NA,CHELSEA SCHOOL,CHELSEA SCHOOL,NA,370164
2022,NA,CHESAPEAKE COMMUNICATIONS INC,CHESAPEAKE COMMUNICATIONS INC,NA,111735
2022,NA,CHESAPEAKE TREATMENT CENTERS,CHESAPEAKE TREATMENT CENTERS,NA,70289
2022,NA,CITIROOF CORP,CITIROOF CORP,NA,695279
2022,NA,CITY OF ROCKVILLE,CITY OF ROCKVILLE,NA,311454
2022,NA,CLAIRE WEISZ ARCHITECTS LLP,CLAIRE WEISZ ARCHITECTS LLP,NA,120500
2022,NA,CLARK AZAR & ASSOCIATES INC,CLARK AZAR & ASSOCIATES INC.,NA,203539
2022,NA,CLAYWORKS SUPPLIES INC,CLAYWORKS SUPPLIES INC.,NA,44956
2022,NA,CLIFTONLARSONALLEN LLP,CLIFTONLARSONALLEN LLP,NA,122250
2022,NA,CLINTON LEARNING SOLUTIONS LLC,CLINTON LEARNING SOLUTIONS LLC,NA,55999
2022,NA,COASTAL ACQUISITION CORPORATION,COASTAL ACQUISITION CORPORATION,NA,2382372
2022,NA,COLE ROOFING CO INC,COLE ROOFING CO INC,NA,866720
2022,NA,COLLEGE BOARD,COLLEGE BOARD,NA,836746
2022,NA,"COLLEGETRACKS, INC","COLLEGETRACKS, INC",NA,650000
2022,NA,"COLOSSAL CONTRACTORS, INC","COLOSSAL CONTRACTORS, INC",NA,795861
2022,NA,COMBUSTIONEER CORPORATION,COMBUSTIONEER CORPORATION,NA,42568
2022,NA,COMCAST,COMCAST,NA,1207354
2022,NA,COMMISSIONERS OF POOLESVILLE,COMMISSIONERS OF POOLESVILLE,NA,54195
2022,NA,COMMUNITY PRODUCTS LLC,COMMUNITY PRODUCTS LLC,NA,201971
2022,NA,COMMUNITY SERVICES FOR AUTISTIC ADULTS AND CHILDREN,COMMUNITY SERVICES FOR AUTISTIC ADULTS AND CHILDREN,NA,2102990
2022,NA,COMMUNITY SUPPORT SERVICES,COMMUNITY SUPPORT SERVICES,NA,3211373
2022,NA,CONAGRA BRANDS INC,CONAGRA BRANDS INC,NA,265233
2022,NA,"CONSOLIDATED COMMERCIAL SERVICES, LLC","CONSOLIDATED COMMERCIAL SERVICES, LLC",NA,52461
2022,NA,CONSTELLATION NEWENERGY INC,CONSTELLATION NEWENERGY INC,NA,39548
2022,NA,CONTROL SOURCES LLC,CONTROL SOURCES LLC,NA,594630
2022,NA,"COOPER BUILDING SERVICES, LLC.",COOPER BUILDING SERVICES LLC.,NA,628500
2022,NA,CORBETT TECHNOLOGY SOLUTIONS INC,CORBETT TECHNOLOGY SOLUTIONS INC,NA,56196
2022,NA,COSMOS AIR PURIFICATION & ENVIRONMENTAL SYSTEMS INC,COSMOS AIR PURIFICATION & ENVIRONMENTAL SYSTEMS INC,NA,304741
2022,NA,COUGHLAN COMPANIES LLC,COUGHLAN COMPANIES LLC,NA,428942
2022,NA,"COUNTRY PURE FOODS, INC.",COUNTRY PURE FOODS INC.,NA,183271
2022,NA,CPR-AED & SAFETY EDUCATION LLC,CPR-AED & SAFETY EDUCATION LLC,NA,36737
2022,NA,CRAIG GAULDEN & DAVIS INC,CRAIG GAULDEN & DAVIS INC,NA,61320
2022,NA,CRICK SOFTWARE INC,CRICK SOFTWARE INC,NA,45600
2022,NA,CRISIS PREVENTION INSTITUTE INC,CRISIS PREVENTION INSTITUTE INC,NA,71080
2022,NA,CROMWELL CONTRACTING LLC,CROMWELL CONTRACTING LLC,NA,75794
2022,NA,CULINARY VENTURES MARYLAND,CULINARY VENTURES MARYLAND,NA,502738
2022,NA,CURRICULUM ASSOCIATES LLC,CURRICULUM ASSOCIATES LLC,NA,90596
2022,NA,D & F CONSTRUCTION CO INC,D & F CONSTRUCTION CO INC,NA,78864
2022,NA,DAIKIN APPLIED AMERICAS INC,DAIKIN APPLIED AMERICAS INC,NA,758116
2022,NA,DAIRY MAID DAIRY LLC,DAIRY MAID DAIRY LLC,NA,5449117
2022,NA,"DAMAS, STANISLAW","DAMAS, STANISLAW",NA,45906
2022,NA,DATA NETWORKS OF AMERICA INC,DATA NETWORKS OF AMERICA INC,NA,7948315
2022,NA,DAWKINS MANAGEMENT INC,DAWKINS MANAGEMENT INC,NA,199308
2022,NA,DAYBREAK CANYON LLC,DAYBREAK CANYON LLC,NA,55352
2022,NA,DC APPROVED BASKETBALL OFFICIALS INC,DC APPROVED BASKETBALL OFFICIALS INC,NA,25305
2022,NA,DEFINED LEARNING LLC,DEFINED LEARNING LLC,NA,51500
2022,NA,DELL MARKETING LP,DELL MARKETING LP,NA,719882
2022,NA,DELMAR ARCHITECTS PA,DELMAR ARCHITECTS PA,NA,680182
2022,NA,"DELTA ENGINEERS, ARCHITECTS & LAND SURVEYORS DPC","DELTA ENGINEERS, ARCHITECTS & LAND SURVEYORS DPC",NA,155542
2022,NA,DEMCO INC,DEMCO INC,NA,51238
2022,NA,DEMOULIN BROS & CO,DEMOULIN BROS & CO,NA,30798
2022,NA,DEMPSEY UNIFORM AND LINEN SUPPLY INC,DEMPSEY UNIFORM AND LINEN SUPPLY INC,NA,54402
2022,NA,DENVER-ELEK INC,DENVER-ELEK INC,NA,2317462
2022,NA,DESIGN COLLECTIVE INC,DESIGN COLLECTIVE INC,NA,856945
2022,NA,DESIGN TEAMS INC,DESIGN TEAMS INC,NA,41893
2022,NA,DG INVESTMENT INTERMEDIATE HOLDINGS 2 INC,DG INVESTMENT INTERMEDIATE HOLDINGS 2 INC,NA,27281
2022,NA,DGS EDUCATIONAL PRODUCTS,DGS EDUCATIONAL PRODUCTS,NA,110998
2022,NA,DIDAX INC,DIDAX INC,NA,191867
2022,NA,DIGITAL CREW LIMITED,DIGITAL CREW LIMITED,NA,55080
2022,NA,DISTRICT OF COLUMBIA GOVERNMENT,DISTRICT OF COLUMBIA GOVERNMENT,NA,42156
2022,NA,DIVERSIFIED EDUCATIONAL SYSTEMS INC,DIVERSIFIED EDUCATIONAL SYSTEMS INC,NA,169847
2022,NA,DLA PIPER LLP (US),DLA PIPER LLP (US),NA,99432
2022,NA,DLR GROUP OF DC PC,DLR GROUP OF DC PC,NA,972373
2022,NA,DOLLAMUR LP,DOLLAMUR LP,NA,30284
2022,NA,DONALD B RICE TIRE CO INC,DONALD B RICE TIRE CO INC,NA,334310
2022,NA,DORI FOODS INC,DORI FOODS INC,NA,635298
2022,NA,DOURON INC,DOURON INC,NA,3949965
2022,NA,DREAMBOX LEARNING,DREAMBOX LEARNING,NA,281718
2022,NA,DS SERVICES OF AMERICA INC,DS SERVICES OF AMERICA INC,NA,239063
2022,NA,DUBOIS CONSTRUCTION INC,DUBOIS CONSTRUCTION INC,NA,742276
2022,NA,DUSTIN CONSTRUCTION INC,DUSTIN CONSTRUCTION INC,NA,19368796
2022,NA,E&R SERVICES INC,E&R SERVICES INC,NA,463816
2022,NA,EAST WEST TELECOMMUNICATIONS INC,EAST WEST TELECOMMUNICATIONS INC,NA,625247
2022,NA,EBSCO INDUSTRIES INC,EBSCO INDUSTRIES INC,NA,26624
2022,NA,ECOLAB INC,ECOLAB INC,NA,79976
2022,NA,EDGENUITY INC,EDGENUITY INC,NA,1423974
2022,NA,EDMENTUM INC,EDMENTUM INC,NA,693136
2022,NA,EDUCATIONAL PRODUCTS INC,EDUCATIONAL PRODUCTS INC,NA,34427
2022,NA,EDUPOINT EDUCATIONAL SYSTEMS LLC,EDUPOINT EDUCATIONAL SYSTEMS LLC,NA,2461002
2022,NA,EDUTAINMENTLIVE LLC,EDUTAINMENTLIVE LLC,NA,61200
2022,NA,EIS OFFICE SOLUTIONS,EIS OFFICE SOLUTIONS,NA,135653
2022,NA,ELCON ENTERPRISES INC,ELCON ENTERPRISES INC,NA,749499
2022,NA,EMH ENVIRONMENTAL INC,EMH ENVIRONMENTAL INC,NA,1022213
2022,NA,EMPIRE LANDSCAPE LLC,EMPIRE LANDSCAPE LLC,NA,503899
2022,NA,ENCYCLOPAEDIA BRITANNICA INC.,ENCYCLOPAEDIA BRITANNICA INC.,NA,73585
2022,NA,"ENEL X NORTH AMERICA, INC","ENEL X NORTH AMERICA, INC",NA,153900
2022,NA,EPISERVER INC,EPISERVER INC.,NA,341458
2022,NA,EQUAL OPPORTUNITY SCHOOLS,EQUAL OPPORTUNITY SCHOOLS,NA,375000
2022,NA,ES FOODS INC,ES FOODS INC,NA,143506
2022,NA,ESPINA PAVING INC,ESPINA PAVING INC,NA,95615
2022,NA,EVALUATION ASSOCIATION INC,EVALUATION ASSOCIATION INC,NA,43500
2022,NA,EXELON CORPORATION,EXELON CORPORATION,NA,3908227
2022,NA,"EXPLORELEARNING, LLC","EXPLORELEARNING, LLC",NA,256850
2022,NA,"EY, CRYSTAL","EY, CRYSTAL",NA,27300
2022,NA,FACILITY DYNAMICS ENGINEERING,FACILITY DYNAMICS ENGINEERING,NA,31251
2022,NA,FACILITY ENGINEERING ASSOCIATES PC,FACILITY ENGINEERING ASSOCIATES PC,NA,50500
2022,NA,FAMILY SERVICES INC,FAMILY SERVICES INC,NA,179582
2022,NA,FAMILY SOLUTIONS NETWORK INC,FAMILY SOLUTIONS NETWORK INC,NA,176500
2022,NA,FERGUSON ENTERPRISES INC,FERGUSON ENTERPRISES INC,NA,459068
2022,NA,FINLEY ASPHALT AND CONCRETE INC,FINLEY ASPHALT AND CONCRETE INC,NA,107455
2022,NA,FIRE & LIFE SAFETY AMERICA INC,FIRE & LIFE SAFETY AMERICA INC,NA,191006
2022,NA,FIRST ATLANTIC RESTORATION INC,FIRST ATLANTIC RESTORATION INC,NA,26550
2022,NA,FISHER SCIENTIFIC COMPANY,FISHER SCIENTIFIC COMPANY,NA,236018
2022,NA,FITZ FLOORING LLC,FITZ FLOORING LLC,NA,107305
2022,NA,FLEETPRIDE INC,FLEETPRIDE INC,NA,124623
2022,NA,FLINN SCIENTIFIC INC,FLINN SCIENTIFIC INC,NA,40502
2022,NA,FLYLEAF PUBLISHING LLC,FLYLEAF PUBLISHING LLC,NA,54732
2022,NA,FOCUS CARE INC,FOCUS CARE INC,NA,1350000
2022,NA,FOLLETT CONTENT SOLUTIONS LLC,FOLLETT CONTENT SOLUTIONS LLC,NA,196953
2022,NA,FOLLETT HIGHER EDUCATION GROUP INC,FOLLETT HIGHER EDUCATION GROUP INC,NA,541518
2022,NA,FOLLETT SCHOOL SOLUTIONS INC,FOLLETT SCHOOL SOLUTIONS INC,NA,1224667
2022,NA,FOOD PRO CORP,FOOD PRO CORP,NA,280686
2022,NA,FORM PLASTICS COMPANY,FORM PLASTICS COMPANY,NA,409544
2022,NA,"FPC HOLDINGS, INC","FPC HOLDINGS, INC",NA,51935
2022,NA,FRANKLIN COVEY CLIENT SALES INC,FRANKLIN COVEY CLIENT SALES INC,NA,2182980
2022,NA,FUNDS FOR LEARNING LLC,FUNDS FOR LEARNING LLC,NA,130500
2022,NA,FWD MEDIA INC,FWD MEDIA INC,NA,275565
2022,NA,GABRIEL ROEDER SMITH & COMPANY,GABRIEL ROEDER SMITH & COMPANY,NA,86791
2022,NA,GAITHERSBURG FARMERS SUPPLY INC,GAITHERSBURG FARMERS SUPPLY INC,NA,144626
2022,NA,GAMBRILLS EQUIPMENT CO INC,GAMBRILLS EQUIPMENT CO INC,NA,139606
2022,NA,GAME DAY INC,GAME DAY INC,NA,351495
2022,NA,"GATEWAY EDUCATION HOLDINGS, LLC","GATEWAY EDUCATION HOLDINGS, LLC",NA,195817
2022,NA,GENERAL MILLS FINANCE INC,GENERAL MILLS FINANCE INC,NA,905537
2022,NA,GINKGO BIOWORKS INC,GINKGO BIOWORKS INC,NA,321755
2022,NA,GLENNCO INC,GLENNCO INC,NA,66675
2022,NA,GLOBAL PAYMENTS INC,GLOBAL PAYMENTS INC,NA,199064
2022,NA,GOEL SERVICES INC,GOEL SERVICES INC,NA,243063
2022,NA,GOLD CREEK FOODS LLC,GOLD CREEK FOODS LLC,NA,118811
2022,NA,GOLD STANDARD CONSULTING LLC,GOLD STANDARD CONSULTING LLC,NA,110550
2022,NA,GOOD SOURCE SOLUTIONS INC,GOOD SOURCE SOLUTIONS INC,NA,133124
2022,NA,GOODMAN FOOD PRODUCTS INC,GOODMAN FOOD PRODUCTS INC,NA,36219
2022,NA,GOTUGO LLC,GOTUGO LLC,NA,65100
2022,NA,GOVERNMENT FINANCE OFFICERS,GOVERNMENT FINANCE OFFICERS,NA,98625
2022,NA,GREAT MINDS PBC,GREAT MINDS PBC,NA,3460771
2022,NA,GREATER WASHINGTON COMMUNITY FOUNDATION,GREATER WASHINGTON COMMUNITY FOUNDATION,NA,151906
